Record ID,Offender Number,Prison Start Date,Prison Admission Type,Intake Supervising Institution,Supervision Status,Sex,Race & Ethnicity,Education Category,Education,Age,Offense Code,Offense Classification,Offense Description,Offense Type,Offense Subtype,Months Served,Report Date
2912,18670433,08/14/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,44,708.3A(2),D Felony,ASSAULT WITH WEAPON--PEACE OFFICERS/OTHERS,Violent,Assault,16,12/13/2021
2913,20860661,02/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eighth,33,719.1(1)(f),D Felony,Interference w/Official Acts-Dangerous Weapon,Violent,Assault,10,12/13/2021
2914,19571507,09/09/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,34,710.2,A Felony,KIDNAPPING 1ST DEGREE,Violent,Kidnap,75,12/13/2021
2915,20390246,02/07/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,59,709.3,B Felony,"SEXUAL ABUSE, 2ND DEGREE, 85%",Violent,Sex,190,12/13/2021
2916,20587952,04/30/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,30,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson,7,12/13/2021
2917,20781569,11/23/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,33,"124.401(5),B",Aggravated Misdemeanor,Possession of a Controlled Substance - 2nd Offense,Drug,Drug Possession,1,12/13/2021
2918,19242530,04/14/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,No HS Diploma,Tenth,34,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,8,12/13/2021
2919,3265130,07/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,46,321.279(2),Aggravated Misdemeanor,ELUDING,Public Order,Traffic,5,12/13/2021
2920,2821475,10/11/1974,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,White,No HS Diploma,Ninth,66,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,565,12/13/2021
2921,18122957,10/19/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,29,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,38,12/13/2021
2922,19333916,12/04/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,29,708.3B(2),D Felony,Inmate Assault w/Bodily Fluids,Violent,Assault,12,12/13/2021
2923,20687909,10/10/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Female,Black,HS Diploma or Equivelent,High School Diploma,64,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,158,12/13/2021
2924,19022111,06/18/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,23,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,30,12/13/2021
2925,20367230,01/22/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,22,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,23,12/13/2021
2926,18220052,12/08/2020,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,High School Diploma,29,726.6(6),D Felony,Child Endangerment-Bodily Injury,Violent,Assault,12,12/13/2021
2927,18439856,10/09/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,30,708.8,D Felony,GOING ARMED WITH INTENT,Violent,Assault,26,12/13/2021
2928,3459068,02/18/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,39,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,22,12/13/2021
2929,3232532,01/06/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,46,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,119,12/13/2021
2930,20107742,02/06/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,32,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,22,12/13/2021
2931,2401769,11/06/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Unknown,56,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,25,12/13/2021
2932,18127964,02/11/2015,Return New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,82,12/13/2021
2933,3075038,10/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,56,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order,2,12/13/2021
2934,2407298,01/27/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,HiSET/GED,60,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,10,12/13/2021
2935,20402708,06/04/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,20,713.4,C Felony,ATTEMPT BURGLARY 1ST DEGREE,Violent,Other Violent,6,12/13/2021
2936,2408189,08/14/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,54,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,16,12/13/2021
2937,18823835,10/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Eleventh,38,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,2,12/13/2021
2938,19621502,05/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,31,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order,7,12/13/2021
2939,3107801,05/23/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,46,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,198,12/13/2021
2940,201863,09/03/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,59,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,3,12/13/2021
2941,18044225,06/01/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,52,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,54,12/13/2021
2942,19917131,06/08/2007,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Sixth,42,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,174,12/13/2021
2943,20832671,10/15/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,715A.6(2)(B),D Felony,"UNAUTH. USE OF CREDIT CARD, GREATER THAN $1K, LESS THAN $10K",Property,Forgery/Fraud,2,12/13/2021
2944,19338728,10/07/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,29,719.7(4A),C Felony,POSS. CONTRABAND IN CORR. FACILITY - WEAPON,Public Order,Weapons,26,12/13/2021
2945,20368892,12/30/2020,Other,Iowa Medical & Classification Center,Prison Compact,Male,White,HS Diploma or Equivelent,HiSET/GED,47,1201,NCIC Virtual Code,NCIC-ROBBERY-BUSINESS-GUN,Violent,Robbery,11,12/13/2021
2946,20747516,01/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,36,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,11,12/13/2021
2947,18676016,02/07/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,19,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,22,12/13/2021
2948,19215578,02/13/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,33,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,46,12/13/2021
2949,3390692,05/03/2000,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,41,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,259,12/13/2021
2950,20853365,11/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,22,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,1,12/13/2021
2951,18444074,10/25/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,35,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,26,12/13/2021
2952,20315291,03/10/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,25,708.7(2),Aggravated Misdemeanor,HARASSMENT / 1ST DEG.,Violent,Assault,9,12/13/2021
2953,19436144,02/15/2007,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,50,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,178,12/13/2021
2954,20092529,09/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,23,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,3,12/13/2021
2955,19989317,08/18/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,66,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,160,12/13/2021
2956,18878519,10/11/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eighth,39,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,2,12/13/2021
2957,18734612,09/27/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,27,908.5(2)A,Aggravated Misdemeanor,SPECIAL SENTENCE REVOCATION - 1ST OFFENSE,Other,Other Criminal,3,12/13/2021
2958,18139166,03/29/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,31,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson,8,12/13/2021
2959,19404608,03/03/2021,Other,Iowa Medical & Classification Center,Prison Compact,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,53,3699,NCIC Virtual Code,NCIC - OTHER SEX OFFENSE,Violent,Sex,9,12/13/2021
2960,19240931,07/30/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Eleventh,41,726.3,C Felony,NEGLECT OR ABANDONMENT,Violent,Other Violent,4,12/13/2021
2961,20342903,08/01/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,Post-Secondary,Bachelor's Degree,64,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,88,12/13/2021
2962,3032285,03/07/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,50,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,33,12/13/2021
2963,18958505,10/05/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,23,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,2,12/13/2021
2964,3105806,02/13/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,47,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,22,12/13/2021
2965,19425170,08/16/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,24,709.11(2),D Felony,Asslt. to Commit Sex Abuse/Bodily Inj.-10 Yr Special Sentence,Violent,Sex,52,12/13/2021
2966,18529655,12/23/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,23,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,12,12/13/2021
2967,18093905,01/17/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,33,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,23,12/13/2021
2968,19201475,05/17/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Tenth,23,723A.2,D Felony,CRIMINAL GANG PARTICIPATION,Other,Other Criminal,7,12/13/2021
2969,18609779,06/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,No HS Diploma,Ninth,29,708.2(1),Aggravated Misdemeanor,ASSAULT INTENT OF INJURY,Violent,Assault,6,12/13/2021
2970,20240414,06/29/2020,Return No New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,No Diploma/No Certificate,42,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,17,12/13/2021
2971,3234623,03/13/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,48,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,21,12/13/2021
2972,18496922,10/19/2018,Return New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,38,12/13/2021
2973,20751182,05/21/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,Post-Secondary,Vocational Program/Technical Certificate,33,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,138,12/13/2021
2974,620570,09/10/1982,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,58,710.2,A Felony,KIDNAPPING 1ST DEGREE,Violent,Kidnap,470,12/13/2021
2975,56273,03/03/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,57,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,189,12/13/2021
2976,18473567,05/20/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eighth,36,713.2,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,139,12/13/2021
2977,20839931,10/19/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,43,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,14,12/13/2021
2978,20175407,04/10/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,25,124.401A,Felony - Enhancement to Original Penalty,DISTRIBUTING CONTROLLED SUBSTANCE - SCHOOL/PARK (ADD 5 YEARS),Drug,Trafficking,20,12/13/2021
2979,19309817,07/07/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,HiSET/GED,30,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,5,12/13/2021
2980,20042483,11/09/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,42,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,49,12/13/2021
2981,3310139,04/20/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,52,706A.4,B Felony,VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT,Other,Other Criminal,80,12/13/2021
2982,19322375,07/08/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,44,711.3B,Aggravated Misdemeanor,Aggravated Theft,Violent,Other Violent,5,12/13/2021
2983,18393539,09/13/2013,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,32,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,99,12/13/2021
2984,19403834,06/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,23,321.279(3),D Felony,ELUDING,Public Order,Traffic,5,12/13/2021
2985,2410274,04/13/1987,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,Asian or Pacific Islander,No HS Diploma,Unknown,61,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,415,12/13/2021
2986,19671488,10/20/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,29,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,14,12/13/2021
2987,20423444,08/01/2016,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,48,728.12(1),C Felony,Sexual Exploit. of Minor-Life Special Sentence,Violent,Sex,64,12/13/2021
2988,19033574,09/08/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,33,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,3,12/13/2021
2989,18605231,03/03/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,High School Diploma,36,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,9,12/13/2021
2990,3453434,04/09/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,41,708.2(3),Aggravated Misdemeanor,ASSAULT WHILE DISPLAYING A DANGEROUS WEAPON,Violent,Assault,8,12/13/2021
2991,20095628,05/17/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,33,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,7,12/13/2021
2992,18373484,02/24/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,No HS Diploma,Tenth,19,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,10,12/13/2021
2993,3068111,03/12/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,50,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,21,12/13/2021
2994,19984805,09/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,42,709.4(1)(b)(2),C Felony,Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence,Violent,Sex,3,12/13/2021
2995,18046727,12/07/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,36,12/13/2021
2996,18235232,06/24/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,34,708.2A(4),D Felony,"Domestic Abuse Assault-3rd or Subsequent Offense, 85%",Violent,Assault,18,12/13/2021
2997,18773435,10/11/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,26,707.6A(4),D Felony,Serious Injury by Vehicle,Violent,Murder/Manslaughter,2,12/13/2021
2998,19386227,09/16/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,42,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,27,12/13/2021
2999,19253507,11/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,30,706A.2(4),B Felony,Ongoing Criminal Conduct-Unlawful Activity,Other,Other Criminal,1,12/13/2021
3000,18301484,07/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,,Now Pursuing HiSET/GED/HS Diploma,29,706.3(1),C Felony,CONSPIRACY TO COMMIT FORCIBLE FELONY,Violent,Other Violent,5,12/13/2021
3001,20617541,04/10/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,36,124.401(1)(c)(2)(b),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm",Drug,Trafficking,20,12/13/2021
3002,3088610,07/10/1992,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,48,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,352,12/13/2021
3003,19035341,05/03/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,22,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,7,12/13/2021
3004,2422550,09/07/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,50,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,51,12/13/2021
3005,18906839,06/21/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,27,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,54,12/13/2021
3006,19409372,03/11/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,High School Diploma,30,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI,9,12/13/2021
3007,20125625,01/28/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,20,709.4(1)(a),C Felony,"Sex Abuse 3rd-By Force, 1st Off-Life Special Sentence",Violent,Sex,22,12/13/2021
3008,20784644,08/11/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,45,709.4(1)(b)(3)(b),C Felony,"Sex Abuse 3rd/Victim 14/15, Family Perp-Life Special Sentence",Violent,Sex,76,12/13/2021
3009,20999624,12/08/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,33,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,48,12/13/2021
3010,20036816,01/03/2020,Return No New Sentence,Iowa Medical & Classification Center,Parole,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,31,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,23,12/13/2021
3011,18501203,07/01/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,25,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,17,12/13/2021
3012,20325836,11/18/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Unknown,22,710.10(2),D Felony,ENTICING AWAY A MINOR,Violent,Kidnap,1,12/13/2021
3013,3310658,01/20/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,43,692A.111,C Felony,Sex Offender Registration Violation - 2nd offense or subsequent,Public Order,Other Public Order,11,12/13/2021
3014,19744664,12/09/2002,New Admit New Sentence,Newton Correctional Facility,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,40,709.3,B Felony,SEXUAL ABUSE - 2ND DEGREE - 85%,Violent,Sex,228,12/13/2021
3015,18481508,08/13/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,34,714.7,Aggravated Misdemeanor,OPERATE VEHICLE NO CONSENT,Property,Theft,4,12/13/2021
3016,18922943,01/09/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Eighth,23,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,23,12/13/2021
3017,20737718,07/01/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,28,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,89,12/13/2021
3018,3001958,09/14/2021,Other,Iowa Medical & Classification Center,Prison Safekeeper,Male,Black,HS Diploma or Equivelent,High School Diploma,52,None,None,None,None,None,3,12/13/2021
3019,18848147,10/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,37,124.401(1)(c)(7),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Amph LT 5 gm",Drug,Trafficking,2,12/13/2021
3020,20581652,06/30/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,High School Diploma,28,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,17,12/13/2021
3021,3417818,10/23/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,707.4,C Felony,VOLUNTARY MANSLAUGHTER,Violent,Murder/Manslaughter,14,12/13/2021
3022,190598,10/21/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,52,692A.104-A,Aggravated Misdemeanor,Sex Offender - Registration Violation - 1st Offense,Public Order,Other Public Order,26,12/13/2021
3023,20193752,07/20/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,23,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,17,12/13/2021
3024,20004857,04/09/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,48,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,116,12/13/2021
3025,3042836,06/14/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,51,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,30,12/13/2021
